Sentence,Label
මම පිළිතුරක් ලියති,0
මම ප්‍රශ්නයක් ලිව්වේය,0
මම උත්තරයක් ලිව්වා,0
මම සාරාංශයක් ලිව්වහ,0
මම මතකයක් ලිව්වෙමු,0
මම අදහසක් ලියමු,0
මම සිතුවිල්ලක් ලියනවා,0
මම හැඟීමක් ලියන්නේය,0
මම සිහිනයක් ලියයි,0
මම බලාපොරොත්තුවක් ලියති,0
මම අනාවැකියක් ලිව්වේය,0
මම සත්‍යයක් ලිව්වා,0
මම තොරතුරක් ලිව්වහ,0
මම කරුණක් ලිව්වෙමු,0
මම වචනයක් ලියමු,0
මම ප්‍රවෘත්තියක් ලියනවා,0
මම කාරණයක් ලියන්නේය,0
මම යථාර්ථයක් ලියයි,0
මම පාඩමක් ලියති,0
මම දෙබසක් ලිව්වේය,0
මම ගීතයක් ලිව්වා,0
මම වාක්‍යයක් ලිව්වහ,0
මම චින්තනයක් ලිව්වෙමු,0
මම අවවාදයක් ලියමු,0
මම උපදේශයක් ලියනවා,0
මම තීරණයක් ලියන්නේය,0
මම මතයක් ලියයි,0
මම නිගමනයක් ලියති,0
මම සැලැස්මක් ලිව්වේය,0
මම විශේෂයක් ලිව්වා,0
මම වැදගත්කමක් ලිව්වහ,0
මම වගන්තියක් ලිව්වෙමු,0
මම සිද්ධියක් ලියමු,0
මම සිද්ධාන්තයක් ලියනවා,0
මම න්‍යායයක් ලියන්නේය,0
මම උපකල්පනයක් ලියයි,0
මම නිරීක්ෂණයක් ලියති,0
මම පර්යේෂණයක් ලිව්වේය,0
මම පරීක්ෂණයක් ලිව්වා,0
මම අත්දැකීමක් ලිව්වහ,0
මම දර්ශනයක් ලිව්වෙමු,0
මම මතවාදයක් ලියමු,0
මම විචාරයක් ලියනවා,0
මම විමර්ශනයක් ලියන්නේය,0
මම විග්‍රහයක් ලියයි,0
මම විශ්ලේෂණයක් ලියති,0
මම සංශ්ලේෂණයක් ලිව්වේය,0
මම ප්‍රතිඵලයක් ලිව්වා,0
මම ප්‍රගතියක් ලිව්වහ,0
මම සාර්ථකත්වයක් ලිව්වෙමු,0
මම අසාර්ථකත්වයක් ලියමු,0
මම ජයග්‍රහණයක් ලියනවා,0
මම පරාජයක් ලියන්නේය,0
මම උත්සාහයක් ලියයි,0
මම වෑයමක් ලියති,0
මම පරිශ්‍රමයක් ලිව්වේය,0
මම කැපවීමක් ලිව්වා,0
මම ආකල්පයක් ලිව්වහ,0
මම චර්යාවක් ලිව්වෙමු,0
මම හැසිරීමක් ලියමු,0
මම ක්‍රියාකලාපයක් ලියනවා,0
මම වත්පිළිවෙතක් ලියන්නේය,0
මම සම්ප්‍රදායක් ලියයි,0
මම උරුමයක් ලියති,0
මම සංස්කෘතියක් ලිව්වේය,0
මම ඉතිහාසයක් ලිව්වා,0
මම අනාගතයක් ලිව්වහ,0
මම වර්තමානයක් ලිව්වෙමු,0
මම අතීතයක් ලියමු,0
මම කාලයක් ලියනවා,0
මම අවකාශයක් ලියන්නේය,0
මම ප්‍රමාණයක් ලියයි,0
මම දුරක් ලියති,0
මම වේගයක් ලිව්වේය,0
මම දිශාවක් ලිව්වා,0
මම පැත්තක් ලිව්වහ,0
මම මාර්ගයක් ලිව්වෙමු,0
මම ගමනක් ලියමු,0
මම චාරිකාවක් ලියනවා,0
මම සංචාරයක් ලියන්නේය,0
මම පියවරක් ලියයි,0
මම ක්‍රමයක් ලියති,0
මම විධියක් ලිව්වේය,0
මම රටාවක් ලිව්වා,0
මම සැලසුමක් ලිව්වහ,0
මම පිළිවෙලක් ලිව්වෙමු,0
මම නීතියක් ලියමු,0
මම රීතියක් ලියනවා,0
මම සීමාවක් ලියන්නේය,0
මම මායිමක් ලියයි,0
මම කොන්දේසියක් ලියති,0
මම නියමයක් ලිව්වේය,0
මම යුතුකමක් ලිව්වා,0
මම වගකීමක් ලිව්වහ,0
මම කාර්යයක් ලිව්වෙමු,0
මම රාජකාරියක් ලියමු,0
මම සේවයක් ලියනවා,0
මම වෘත්තියක් ලියන්නේය,0
මම ව්‍යාපාරයක් ලියයි,0
මම කර්මාන්තයක් ලියති,0
මම නිෂ්පාදනයක් ලිව්වේය,0
මම භාණ්ඩයක් ලිව්වා,0
මම සේවාවක් ලිව්වහ,0
මම වස්තුවක් ලිව්වෙමු,0
මම ද්‍රව්‍යයක් ලියමු,0
මම පදාර්ථයක් ලියනවා,0
මම ගුණයක් ලියන්නේය,0
මම ලක්ෂණයක් ලියයි,0
මම ස්වභාවයක් ලියති,0
මම තත්ත්වයක් ලිව්වේය,0
මම මට්ටමක් ලිව්වා,0
මම ශ්‍රේණියක් ලිව්වහ,0
මම පන්තියක් ලිව්වෙමු,0
මම වර්ගයක් ලියමු,0
මම ප්‍රභේදයක් ලියනවා,0
මම කාණ්ඩයක් ලියන්නේය,0
මම කොටසක් ලියයි,0
මම අංශයක් ලියති,0
මම දෙපාර්තමේන්තුවක් ලිව්වේය,0
මම අමාත්‍යාංශයක් ලිව්වා,0
මම ආයතනයක් ලිව්වහ,0
මම සංවිධානයක් ලිව්වෙමු,0
මම සමාගමක් ලියමු,0
මම සංගමයක් ලියනවා,0
මම සමිතියක් ලියන්නේය,0
මම සභාවක් ලියයි,0
මම කමිටුවක් ලියති,0
මම මණ්ඩලයක් ලිව්වේය,0
මම කවුන්සිලයක් ලිව්වා,0
මම පාර්ලිමේන්තුවක් ලිව්වහ,0
මම ආණ්ඩුවක් ලිව්වෙමු,0
මම රජයක් ලියමු,0
මම පාලනයක් ලියනවා,0
මම නායකත්වයක් ලියන්නේය,0
මම බලයක් ලියයි,0
මම අධිකාරියක් ලියති,0
මම සම්මතයක් ලිව්වේය,0
මම ප්‍රමිතියක් ලිව්වා,0
මම මිනුමක් ලිව්වහ,0
මම පරිමාණයක් ලිව්වෙමු,0
මම ඒකකයක් ලියමු,0
මම සංඛ්‍යාවක් ලියනවා,0
මම ගණනයක් ලියන්නේය,0
මම මුදලක් ලියයි,0
මම වටිනාකමක් ලියති,0
මම මිලක් ලිව්වේය,0
මම වියදමක් ලිව්වා,0
මම ආදායමක් ලිව්වහ,0
මම ලාභයක් ලිව්වෙමු,0
මම අලාභයක් ලියමු,0
මම පාඩුවක් ලියනවා,0
මම හානියක් ලියන්නේය,0
මම නාස්තියක් ලියයි,0
මම පිරිවැයක් ලියති,0
මම විභවයක් ලිව්වේය,0
මම හැකියාවක් ලිව්වා,0
මම දක්ෂතාවක් ලිව්වහ,0
මම කුසලතාවක් ලිව්වෙමු,0
මම නිපුණතාවක් ලියමු,0
මම ප්‍රවීණතාවක් ලියනවා,0
මම විශේෂඥතාවක් ලියන්නේය,0
අපි පාසල් යමු,1
අපි වැඩට යමු,1
අපි ගෙදර යමු,1
අපි කඩේට යමු,1
අපි පන්සලට ගියෙමු,1
අපි රැස්වීමට ගියෙමු,1
අපි උත්සවයට ගියෙමු,1
අපි පුස්තකාලයට ගියෙමු,1
අපි පිටරට යමු,1
අපි කොළඹට යමු,1
අපි නගරයට යමු,1
අපි සාප්පුවට යමු,1
අපි තරඟයට යමු,1
අපි විහාරයට ගියෙමු,1
අපි සම්මන්ත්‍රණයට ගියෙමු,1
අපි ක්‍රීඩාපිටියට ගියෙමු,1
අපි කාර්යාලයට ගියෙමු,1
අපි වනයට යමු,1
අපි මුහුදට යමු,1
අපි කඳුරට යමු,1
අපි සිනමාහලට යමු,1
අපි රඟහලට යමු,1
අපි කීඩාංගනයට ගියෙමු,1
අපි සාදයට ගියෙමු,1
අපි විභාගයට ගියෙමු,1
අපි පිහිනුම් තටාකයට ගියෙමු,1
අපි වෙරළට යමු,1
අපි බස් නැවතුමට යමු,1
අපි දුම්රිය ස්ථානයට යමු,1
අපි ගුවන්තොටුපලට යමු,1
අපි වරායට යමු,1
අපි රෝහලට ගියෙමු,1
අපි සායනයට ගියෙමු,1
අපි ඉස්පිරිතාලයට ගියෙමු,1
අපි වෛද්‍යවරයා වෙත ගියෙමු,1
අපි බෙහෙත්ශාලාවට යමු,1
අපි උද්‍යානයට යමු,1
අපි උයනට යමු,1
අපි මල්වත්තට යමු,1
අපි පුහුණුවට යමු,1
අපි සම්මුඛ පරීක්ෂණයට ගියෙමු,1
අපි සාකච්ඡාවට ගියෙමු,1
අපි රැස්වීම් ශාලාවට ගියෙමු,1
අපි සම්මන්ත්‍රණ ශාලාවට ගියෙමු,1
අපි දේශනයට යමු,1
අපි කොන්සර්ට් එකට යමු,1
අපි ප්‍රදර්ශනයට යමු,1
අපි කලා උළෙලට යමු,1
අපි සංගීත ප්‍රසංගයට යමු,1
අපි නාට්‍යයට ගියෙමු,1
අපි චිත්‍රපටයට ගියෙමු,1
අපි විවාහ මංගල්‍යයට ගියෙමු,1
අපි දානයට ගියෙමු,1
අපි පින්කමට යමු,1
අපි ආගමික වතාවතට යමු,1
අපි බෝධි පූජාවට යමු,1
අපි දහම් පාසලට යමු,1
අපි පිරිත් පිංකමට යමු,1
අපි කඨින පූජාවට ගියෙමු,1
අපි වෙසක් උත්සවයට ගියෙමු,1
අපි පොසොන් උත්සවයට ගියෙමු,1
අපි ධර්ම දේශනාවට ගියෙමු,1
අපි භාවනාවට යමු,1
අපි ගිම්හාන කඳවුරට යමු,1
අපි ක්‍රීඩා තරඟයට යමු,1
අපි පාපන්දු තරඟයට යමු,1
අපි ක්‍රිකට් තරඟයට යමු,1
අපි වොලිබෝල් තරඟයට ගියෙමු,1
අපි බැඩ්මින්ටන් තරඟයට ගියෙමු,1
අපි මලල ක්‍රීඩා තරඟයට ගියෙමු,1
අපි කරාටේ තරඟයට ගියෙමු,1
අපි ජුඩෝ තරඟයට යමු,1
අපි සාප්පු සවාරියට යමු,1
අපි වෙළඳසැලට යමු,1
අපි සූපිරි වෙළඳසැලට යමු,1
අපි බඩු ගන්න යමු,1
අපි කඩවීදියට ගියෙමු,1
අපි වෙළඳ සංකීර්ණයට ගියෙමු,1
අපි පොළට ගියෙමු,1
අපි සතිපොළට ගියෙමු,1
අපි තොග වෙළඳසැලට යමු,1
අපි විශ්වවිද්‍යාලයට යමු,1
අපි පාඨමාලාවට යමු,1
අපි සම්මන්ත්‍රණයට යමු,1
අපි සම්මුඛ සාකච්ඡාවට යමු,1
අපි පන්ති කාමරයට ගියෙමු,1
අපි පුස්තකාලයට ගියෙමු,1
අපි විභාග ශාලාවට ගියෙමු,1
අපි ප්‍රායෝගික පන්තියට ගියෙමු,1
අපි විද්‍යාගාරයට යමු,1
අපි නිවාඩුවට යමු,1
අපි සංචාරයට යමු,1
අපි චාරිකාවට යමු,1
අපි විනෝද චාරිකාවට යමු,1
අපි වන්දනාවට ගියෙමු,1
අපි කඳවුරට ගියෙමු,1
අපි පිකනික් යන්න ගියෙමු,1
අපි නෑදෑ ගමට ගියෙමු,1
අපි උත්සව භූමියට යමු,1
අපි සුනඛ සායනයට යමු,1
අපි පශු වෛද්‍ය මධ්‍යස්ථානයට යමු,1
අපි සත්ව රෝහලට යමු,1
අපි සතුන් බලන්න යමු,1
අපි සත්ව උද්‍යානයට ගියෙමු,1
අපි ඇතුන් අලි පට්ටියට ගියෙමු,1
අපි කුරුළු උයනට ගියෙමු,1
අපි මත්ස්‍ය උද්‍යානයට ගියෙමු,1
අපි වන උද්‍යානයට යමු,1
අපි මුද්‍රණාලයට යමු,1
අපි ඡායාරූප ශාලාවට යමු,1
අපි පිටපත් කිරීමට යමු,1
අපි ලේඛන සකසන්න යමු,1
අපි මුද්‍රණ කටයුතු සඳහා ගියෙමු,1
අපි පරිගණක මධ්‍යස්ථානයට ගියෙමු,1
අපි අන්තර්ජාල කැෆේ එකට ගියෙමු,1
අපි ලිපි ලේඛන සකසන්න ගියෙමු,1
අපි පිටපත් ගන්න යමු,1
අපි රාජකාරියට යමු,1
අපි රැකියාවට යමු,1
අපි සේවයට යමු,1
අපි වැඩ කරන්න යමු,1
අපි කාර්යාලීය වැඩට ගියෙමු,1
අපි රැකියා ස්ථානයට ගියෙමු,1
අපි සේවා ස්ථානයට ගියෙමු,1
අපි රාජකාරි කටයුතුවලට ගියෙමු,1
අපි වැඩ කරන තැනට යමු,1
අපි ගෙවත්තට යමු,1
අපි කුඹුරට යමු,1
අපි වගා බිමට යමු,1
අපි හේනට යමු,1
අපි වත්තට ගියෙමු,1
අපි පොල් වත්තට ගියෙමු,1
අපි තේ වත්තට ගියෙමු,1
අපි රබර් වත්තට ගියෙමු,1
අපි එළවළු වත්තට යමු,1
අපි වාහන අලුත්වැඩියා කරන්න යමු,1
අපි ගරාජයට යමු,1
අපි සර්විස් සැන්ටර් එකට යමු,1
අපි වාහන සේවා මධ්‍යස්ථානයට යමු,1
අපි කාර් වොෂ් එකට ගියෙමු,1
අපි ටයර් සවි කරන්න ගියෙමු,1
අපි එන්ජින් ඔයිල් මාරු කරන්න ගියෙමු,1
අපි බැටරි චෙක් කරන්න ගියෙමු,1
අපි වාහන පරීක්ෂා කරන්න යමු,1
අපි රැස්වීම් ශාලාවට යමු,1
අපි සභා ගැබට යමු,1
අපි සම්මන්ත්‍රණ කාමරයට යමු,1
අපි විධායක කාමරයට යමු,1
අපි සාකච්ඡා කාමරයට ගියෙමු,1
අපි කළමනාකරණ රැස්වීමට ගියෙමු,1
අපි වාර්ෂික රැස්වීමට ගියෙමු,1
අපි සාමාජික රැස්වීමට ගියෙමු,1
අපි විශේෂ රැස්වීමට යමු,1
අපි ධර්මශාලාවට යමු,1
අපි පිරිවෙනට යමු,1
අපි පන්සල් මාලිගාවට යමු,1
අපි බෝධි මළුවට යමු,1
අපි දාගැබට ගියෙමු,1
අපි විහාර මන්දිරයට ගියෙමු,1
අපි ධර්ම ශාලාවට ගියෙමු,1
අපි බුද්ධ මන්දිරයට ගියෙමු,1
අපි සංඝාවාසයට යමු,1
අපි කැසිනෝ එකට යමු,1
අපි තරඟ ඔට්ටු අල්ලන්න යමු,1
අපි රේස් බලන්න යමු,1
අපි ජූවා කෙළින්න යමු,1
අපි සූදු කෙළින්න ගියෙමු,1
අපි කාසිනෝ එකට ගියෙමු,1
අපි පේයා අල්ලන්න ගියෙමු,1
අපි ක්‍රීඩා ඔට්ටු අල්ලන්න ගියෙමු,1
අපි ලොතරැයි ටිකට් ගන්න යමු,1
අපි බූමරංග එකට යමු,1
අපි භාවනා මධ්‍යස්ථානයට යමු,1
අපි යෝග මධ්‍යස්ථානයට යමු,1
අපි ආයුර්වේද මධ්‍යස්ථානයට යමු,1
අපි ස්පා එකට ගියෙමු,1
අපි සුවතා මධ්‍යස්ථානයට ගියෙමු,1
අපි මසාජ් සැලෝන් එකට ගියෙමු,1
මම වැඩට යනවා,0
මම හෙට නුවර යන්නේය,0
මම පාසල් යනවා,0
මම කඩේට යන්නේය,0
මම ගෙදර යයි,0
මම තරගයට යති,0
මම ඊයේ කොළඹ ගියේය,0
මම පන්සල් ගියා,0
මම සවස වෙළඳසැලට ගියහ,0
මම උදේ පාන්දර පිට්ටනියට ගියෙමු,0
මම දැන් යමු,0
මම රැස්වීමට යනවා,0
මම සාප්පුවට යන්නේය,0
මම උයනට යයි,0
මම සිනමාවට යති,0
මම පෙරේදා ගමට ගියේය,0
මම පුස්තකාලයට ගියා,0
මම පසුගිය සතියේ මාතරට ගියහ,0
මම උදෑසන වෙරළට ගියෙමු,0
මම එකට යමු,0
මම රට යනවා,0
මම විදේශ යන්නේය,0
මම පිටරට යයි,0
මම ව්‍යාපාරික ගමනක යති,0
මම පසුගිය මාසයේ ජපානයට ගියේය,0
මම ප්‍රංශයට ගියා,0
මම ඉන්දියාවට ගියහ,0
මම යුරෝපයට ගියෙමු,0
මම විනෝද චාරිකාවක යමු,0
මම කඳවුරට යනවා,0
මම තැපැල් කාර්යාලයට යන්නේය,0
මම බැංකුවට යයි,0
මම රෝහලට යති,0
මම පසුගිය දා කීඩාංගනයට ගියේය,0
මම උද්‍යානයට ගියා,0
මම කෙතට ගියහ,0
මම වනයට ගියෙමු,0
මම සංචාරයක යමු,0
මම පිහිනුම් තටාකයට යනවා,0
මම ක්‍රීඩා තරඟයට යන්නේය,0
මම සම්මන්ත්‍රණයට යයි,0
මම සභාවට යති,0
මම පන්තියට ගියේය,0
මම කාර්යාලයට ගියා,0
මම මුහුදට ගියහ,0
මම කඳු නගින්න ගියෙමු,0
මම නගරයට යමු,0
මම දුම්රිය ස්ථානයට යනවා,0
මම බස් නැවතුමට යන්නේය,0
මම සමූපකාරයට යනවා,0
මම කසිප්පු වෙළඳසැලට යන්නේය,0
මම කුඹුරට යයි,0
මම පාර්ලිමේන්තුවට යති,0
මම ඊයේ ගාල්ලට ගියේය,0
මම අනුරාධපුරයට ගියා,0
මම දඹුල්ලට ගියහ,0
මම පොලොන්නරුවට ගියෙමු,0
මම කතරගමට යමු,0
මම වත්තට යනවා,0
මම මීගමුවට යන්නේය,0
මම මහනුවරට යයි,0
මම බදුල්ලට යති,0
මම රත්නපුරයට ගියේය,0
මම හම්බන්තොටට ගියා,0
මම කෑගල්ලට ගියහ,0
මම කුරුණෑගලට ගියෙමු,0
මම මඩකලපුවට යමු,0
මම සමනළ කන්දට යනවා,0
මම හෝර්ටන් තැන්නට යන්නේය,0
මම සීගිරියට යයි,0
මම යාපනයට යති,0
මම නුවරඑළියට ගියේය,0
මම එල්ලට ගියා,0
මම ක්‍රිකට් බලන්න ගියහ,0
මම සාගරයට ගියෙමු,0
මම දිවයිනේ සංචාරයක යමු,0
මම ගුවන්තොටුපොළට යනවා,0
මම වරායට යන්නේය,0
මම කර්මාන්තශාලාවට යයි,0
මම ගෝල්ෆේස් පිටියට යති,0
මම විශ්වවිද්‍යාලයට ගියේය,0
මම පෞද්ගලික රෝහලට ගියා,0
මම පොලීසියට ගියහ,0
මම අධිකරණයට ගියෙමු,0
මම පිරිවෙනට යමු,0
මම දහම් පාසලට යනවා,0
මම පුහුණු පන්තියට යන්නේය,0
මම තරු නැරඹීමට යයි,0
මම ගිරි සිකුරට යති,0
මම වැව් තීරයට ගියේය,0
මම ආරණ්‍යයට ගියා,0
මම වන උයනට ගියහ,0
මම ජාතික උද්‍යානයට ගියෙමු,0
මම රජමහා විහාරයට යමු,0
මම දාගැබට යනවා,0
මම බෝධීන් වහන්සේ වැඳීමට යන්නේය,0
මම සාක්ෂි දීමට යයි,0
මම පරීක්ෂණයට යති,0
මම රාජකාරියට ගියේය,0
මම සාකච්ඡාවට ගියා,0
මම සම්මුඛ පරීක්ෂණයට ගියහ,0
මම විභාගයට ගියෙමු,0
මම නිවාඩුවකට යමු,0
මම මංගල උත්සවයට යනවා,0
මම කතාවක් කියනවා,0
මම රහසක් කියන්නේය,0
මම ඇත්ත කියනවා,0
මම සත්‍යය කියන්නේය,0
මම කවියක් කියයි,0
මම පද්‍යක් කියති,0
මම කතාව කිව්වේය,0
මම සිද්ධිය කිව්වා,0
මම පුවත කියහ,0
මම තොරතුරු කිව්වෙමු,0
මම අදහස කියමු,0
මම කවි පද කියනවා,0
මම ගීතය කියන්නේය,0
මම පාඩම කියයි,0
මම දෙසුම කියති,0
මම කථාව කිව්වේය,0
මම විස්තර කිව්වා,0
මම වචන කියහ,0
මම හැඟීම් කිව්වෙමු,0
මම අත්දැකීම් කියමු,0
මම සිතුවිලි කියනවා,0
මම මතකය කියන්නේය,0
මම සිහිනය කියයි,0
මම දුක කියති,0
මම සතුට කිව්වේය,0
මම වේදනාව කිව්වා,0
මම ආදරය කියහ,0
මම සිත් තැවුල කිව්වෙමු,0
මම පසුතැවිලි කියමු,0
මම උපදෙස් කියනවා,0
මම අවවාද කියන්නේය,0
මම අනතුරු කියයි,0
මම බය කියති,0
මම සැක කිව්වේය,0
මම විශ්වාසය කිව්වා,0
මම බලාපොරොත්තු කියහ,0
මම සිතුම් පැතුම් කිව්වෙමු,0
මම අනාගතය කියමු,0
මම ඉතිහාසය කියනවා,0
මම පුරාවෘත්තය කියන්නේය,0
මම ජනකතා කියයි,0
මම කතන්දර කියති,0
මම සිදුවීම් කිව්වේය,0
මම අතීතය කිව්වා,0
මම මතක කියහ,0
මම වර්තමානය කිව්වෙමු,0
මම අනාගතය කියමු,0
මම සත්‍යය කියනවා,0
මම යථාර්ථය කියන්නේය,0
මම තර්කය කියයි,0
මම විවේචනය කියති,0
මම විග්‍රහය කිව්වේය,0
මම විශ්ලේෂණය කිව්වා,0
මම නිගමනය කියහ,0
මම තීරණය කිව්වෙමු,0
මම මතය කියමු,0
මම දැනුම කියනවා,0
මම පළපුරුද්ද කියන්නේය,0
මම ප්‍රඥාව කියයි,0
මම බුද්ධිය කියති,0
මම විද්‍යාව කිව්වේය,0
මම කලාව කිව්වා,0
මම ශිල්පය කියහ,0
මම නිපුණතාව කිව්වෙමු,0
මම හැකියාව කියමු,0
මම පිළිතුර කියනවා,0
මම විසඳුම කියන්නේය,0
මම ගැටලුව කියයි,0
මම ප්‍රශ්නය කියති,0
මම අභියෝගය කිව්වේය,0
මම දුෂ්කරතාව කිව්වා,0
මම බාධාව කියහ,0
මම අවශ්‍යතාව කිව්වෙමු,0
මම වුවමනාව කියමු,0
මම ගීතය කියනවා,0
මම සිංදුව කියන්නේය,0
මම භජන කියයි,0
මම වන්දනා කියති,0
මම ප්‍රාර්ථනා කිව්වේය,0
මම යාච්ඤා කිව්වා,0
මම ස්තුති කියහ,0
මම වන්දනා කිව්වෙමු,0
මම දෙගිඩියාව කියමු,0
මම නමස්කාරය කියනවා,0
මම ආයුබෝවන් කියන්නේය,0
මම සුභ පැතුම් කියයි,0
මම සුභාශිංසන කියති,0
මම ස්තූතිය කිව්වේය,0
මම පිළිගැනීම කිව්වා,0
මම සමාව කියහ,0
මම කනගාටුව කිව්වෙමු,0
මම පසුතැවිල්ල කියමු,0
මම රහස කියනවා,0
මම පාරාවළල්ල කියන්නේය,0
මම තේරුම කියයි,0
මම අර්ථය කියති,0
මම විස්තරය කිව්වේය,0
මම පැහැදිලි කිරීම කිව්වා,0
මම අදහස කියහ,0
මම චේතනාව කිව්වෙමු,0
මම අරමුණ කියමු,0
මම සැලැස්ම කියනවා,0
මම උපක්‍රමය කියන්නේය,0
මම ක්‍රමය කියයි,0
මම මාර්ගය කියති,0
මම විධිය කිව්වේය,0
මම පිළිවෙල කිව්වා,0
මම පිළිවෙත කියහ,0
මම රීතිය කිව්වෙමු,0
මම නීතිය කියමු,0
මම වගකීම කියනවා,0
මම යුතුකම කියන්නේය,0
මම කාර්යය කියයි,0
මම රාජකාරිය කියති,0
මම කටයුත්ත කිව්වේය,0
මම වැඩය කිව්වා,0
මම සේවය කියහ,0
මම මෙහෙවර කිව්වෙමු,0
මම කර්තව්‍යය කියමු,0
මම සිද්ධාන්තය කියනවා,0
මම න්‍යාය කියන්නේය,0
මම පදනම කියයි,0
මම මූලධර්මය කියති,0
මම ප්‍රතිපත්තිය කිව්වේය,0
මම දර්ශනය කිව්වා,0
මම චින්තනය කියහ,0
මම මතවාදය කිව්වෙමු,0
මම විශ්වාසය කියමු,0
මම කරුණු කියනවා,0
මම හේතු කියන්නේය,0
මම සාධක කියයි,0
මම ලක්ෂණ කියති,0
මම ගුණාංග කිව්වේය,0
මම ස්වභාවය කිව්වා,0
මම තත්ත්වය කියහ,0
මම වාතාවරණය කිව්වෙමු,0
මම පසුබිම කියමු,0
මම අවශ්‍යතාව කියනවා,0
මම හදිසිය කියන්නේය,0
මම කඩිනම කියයි,0
මම ප්‍රමුඛතාව කියති,0
මම වැදගත්කම කිව්වේය,0
මම හොඳ නරක කිව්වා,0
මම වාසි අවාසි කියහ,0
මම ප්‍රතිඵල කිව්වෙමු,0
මම ප්‍රගතිය කියමු,0
මම අත්දැකීම කියනවා,0
මම ජීවිතය කියන්නේය,0
මම මතකය කියයි,0
මම සිහිනය කියති,0
මම බලාපොරොත්තුව කිව්වේය,0
මම අපේක්ෂාව කිව්වා,0
මම පරමාර්ථය කියහ,0
මම ඉලක්කය කිව්වෙමු,0
මම දර්ශනය කියමු,0
මම වැරදි කියනවා,0
මම දෝෂ කියන්නේය,0
මම අඩුපාඩු කියයි,0
මම දුර්වලතා කියති,0
මම අසමත්කම් කිව්වේය,0
මම පරාජය කිව්වා,0
මම පසුබෑම කියහ,0
මම බාධක කිව්වෙමු,0
මම ගැටලු කියමු,0
මම සාර්ථකත්වය කියනවා,0
මම ජයග්‍රහණය කියන්නේය,0
මම දියුණුව කියයි,0
මම වර්ධනය කියති,0
මම උන්නතිය කිව්වේය,0
මම ශක්තිය කිව්වා,0
මම හැකියාව කියහ,0
මම දක්ෂතාව කිව්වෙමු,0
මම කුසලතාව කියමු,0
මම අනාවැකිය කියනවා,0
මම පුරෝකථනය කියන්නේය,0
මම අනාගතය කියයි,0
මම ඉදිරිය කියති,0
මම වර්තමානය කිව්වේය,0
මම අතීතය කිව්වා,0
මම ඉතිහාසය කියහ,0
මම උරුමය කිව්වෙමු,0
මම පාරම්පරිකත්වය කියමු,0
මම නිගමනය කියනවා,0
මම තීරණය කියන්නේය,0
මම විනිශ්චය කියයි,0
මම මතය කියති,0
මම අදහස කිව්වේය,0
මම යෝජනාව කිව්වා,0
මම උපදෙස කියහ,0
මම අවවාදය කිව්වෙමු,0
මම අනුශාසනාව කියමු,0
මම මතකය කියනවා,0
මම සිහිවටනය කියන්නේය,0
මම අනුස්මරණය කියයි,0
මම සිහිපත් කිරීම කියති,0
මම සැමරුම කිව්වේය,0
මම සිහිකිරීම කිව්වා,0
මම උපහාරය කියහ,0
මම ගෞරවය කිව්වෙමු,0
මම ප්‍රණාමය කියමු,0
